pmid,year,title,authors,journal,is_research_article,relative_citation_ratio,nih_percentile,human,animal,molecular_cellular,apt,is_clinical,citation_count,citations_per_year,expected_citations_per_year,field_citation_rate,provisional,x_coord,y_coord,cited_by_clin,cited_by,references,doi
2090763,1987,Event-related potentials (ERPs) in simple conditioning paradigms.,R A Dykman,Electroencephalogr Clin Neurophysiol Suppl,Yes,0.09,4.6,0.75,0.25,0.0,0.05,No,1,0.029411764705882353,0.3102696928322644,1.5025148108878823,No,0.21650635094610965,0.625,,[1697243],[],
6547622,1986,Transport of butyric acid in vascularly perfused anuran small intestine: importance of pH and anion transport.,"D Hollander, E M Gerard, C A Boyd",Am J Physiol,Yes,0.5,26.9,0.0,0.5,0.5,0.05,No,8,0.22857142857142856,0.4604820220566955,2.3315384556368453,No,0.0,-0.5,,"[3392216, 1566920, 2836545, 2035646, 8039611, 12828218, 8107071, 2181501]","[430421, 6130536, 7310858, 6130542, 4767036, 29119, 6671162, 4715329, 6562178, 6768637, 7028579, 4851286, 1132632, 2581505, 596440, 864693, 4812635, 1080805, 3966560]",10.1152/ajpgi.1986.250.4.G469
6670783,1986,Computer-assisted design of studies using routine clinical data. Analyzing the association of prednisone and cholesterol.,R L Blum,Ann Intern Med,Yes,0.94,47.9,1.0,0.0,0.0,0.5,No,18,0.5142857142857142,0.5475468604659663,2.7928453428960287,No,0.0,1.0,"[3307671, 11983201]","[3661587, 2220642, 3307671, 8154514, 1994457, 2061582, 17674160, 21233086, 1522805, 3307054, 2225790, 3041981, 18240259, 2393036, 24389331, 10435470, 7944646, 11983201]","[384859, 3842431, 4541465, 6996752, 7407321, 7083828, 13797794, 14475796, 6427610, 6638728, 6750206, 206137, 7035061, 4606408, 14781209, 6691639, 7229908, 4359541, 6727652]",10.7326/0003-4819-104-6-858
7139030,1987,von Willebrand factor shares a distinctive cysteine-rich domain with thrombospondin and procollagen.,"L T Hunt, W C Barker",Biochem Biophys Res Commun,Yes,0.93,47.6,0.25,0.25,0.5,0.05,No,47,1.3823529411764706,1.4849700144800988,7.54593806063223,No,-0.21650635094610965,-0.125,,"[3265622, 12242331, 2207068, 8001117, 11008217, 15033923, 1639194, 30344043, 2682782, 1426766, 10600492, 17869238, 7687569, 3069640, 27977898, 1744071, 2007623, 20152825, 2275814, 18440535, 14986135, 10719225, 1371115, 2493001, 2584182, 21907015, 19131512, 10548494, 2760115, 11241859, 2459396, 10642437, 2237446, 12134160, 11016937, 25447274, 10605754, 29961831, 22359431, 26749406, 2355003, 10779551, 1586703, 2024879, 24071977, 8365103, 8440408]","[2983426, 4001923, 488118, 3461443, 6462220, 3488076, 6855599, 3516249, 6547770, 2864688, 2430973, 3030396, 3524673]",10.1016/s0006-291x(87)80046-3
2254699,1986,Feasibility of physician-developed expert systems.,"S Tuhrim, J A Reggia",Med Decis Making,Yes,0.47,25.7,1.0,0.0,0.0,0.05,No,5,0.14285714285714285,0.30089752372925244,1.4859912804133268,No,0.0,1.0,,"[3670103, 2678614, 3784835, 8358496, 1395522]","[110406, 6497727, 4942137]",10.1177/0272989X8600600105
7264502,1986,Amplification of genes encoding human myeloid membrane antigens after DNA-mediated gene transfer.,"A T Look, S C Peiper, E C Douglass, J M Trent, C J Sherr",Blood,Yes,0.28,14.8,0.11,0.22,0.67,0.05,No,11,0.3142857142857143,1.1034971782097156,5.738508772988768,No,-0.3849001794597505,-0.3333333333333333,,"[3545322, 3312833, 2625357, 3478135, 2564851, 3139766, 2428842, 2469766, 8647230, 3390608, 8338945]","[6417545, 4737663, 210957, 3986905, 281704, 6285209, 6590930, 6378386, 627542, 6941274, 293670, 6281462, 26810, 3971320, 4311790, 276884, 14056989, 6967340, 3973018, 6390182, 6577451, 6440142, 2981607, 6197179, 6955596, 6945311, 3871356, 1195397, 6190518, 381311, 6888561, 6574509]",
6547622,1986,Dietary essential fatty acids and the decline in peptic ulcer disease--a hypothesis.,"D Hollander, A Tarnawski",Gut,No,3.44,88.1,1.0,0.0,0.0,0.5,No,61,1.7428571428571429,0.5059998420419115,2.572711404853138,No,0.0,1.0,"[2889056, 2890892, 9389880, 2979244]","[3621708, 2657288, 7881028, 2889056, 12830184, 25392109, 2885577, 10102386, 8769941, 27265879, 2072799, 3303292, 3116775, 9832631, 2747430, 1905637, 2890892, 9888206, 3247473, 2210468, 2297222, 11057920, 15955207, 1531316, 29695040, 8513171, 2026347, 7828972, 10921413, 3653761, 9690716, 2509212, 9389880, 15171675, 11819753, 8364141, 2210659, 3508623, 8003652, 10749088, 2820040, 9209857, 19094359, 10780873, 2237275, 8244092, 2605159, 8982021, 10574130, 2979244, 8416668, 2885578, 9222746, 22359278, 7707336, 2657285, 12523584, 3162220, 2547543, 22766645, 3048450]","[6378441, 3998048, 7350051, 6112615, 7050214, 6411842, 2862697, 456839, 6195926, 4810814, 7068800, 301045, 6112617, 6112616, 6881404, 6808067]",10.1136/gut.27.3.239
7055865,1986,A diagnostic method that uses causal knowledge and linear programming in the application of Bayes' formula.,G F Cooper,Comput Methods Programs Biomed,Yes,0.59,31.9,1.0,0.0,0.0,0.05,No,11,0.3142857142857143,0.5325069770132844,2.7131575843581475,No,0.0,1.0,,"[19672686, 7799817, 3811349, 7950030, 3276267, 32554376, 30001371, 1766328, 25658774, 24361389, 3185181]","[1091409, 13783190, 4743347, 4594585, 345060, 4629240]",10.1016/0169-2607(86)90024-6
6713068,1986,Management of transient ischemic attacks.,"S Tuhrim, J A Reggia",Am Fam Physician,Yes,0.0,0.0,1.0,0.0,0.0,0.05,No,0,0.0,,,No,0.0,1.0,,[],[],
6502050,1986,[Research uses of protein sequence databases].,"W C Barker, L T Hunt, D G George, Y Eguchi",Tanpakushitsu Kakusan Koso,No,0.0,0.0,0.25,0.25,0.5,0.05,No,0,0.0,,,No,-0.21650635094610965,-0.125,,[],[],
3753912,1986,[Similar domains in different proteins: detection and significance].,"W C Barker, G C Johnson, L T Hunt, D G George, A Tsugita",Tanpakushitsu Kakusan Koso,No,0.0,0.0,0.25,0.25,0.5,0.05,No,0,0.0,,,No,-0.21650635094610965,-0.125,,[],[],
3159828,1986,Quick medical reference (QMR) for diagnostic assistance.,"R Miller, F E Masarie, J D Myers",MD Comput,Yes,5.54,94.5,0.0,0.0,0.0,0.25,No,90,2.5714285714285716,0.46380724236763715,2.3491569002250126,No,0.0,-0.75,"[7853070, 10573277, 8750392]","[31431570, 19672686, 19665579, 3323684, 9925225, 1762472, 2189054, 3320252, 8952297, 7719796, 1921665, 1470040, 2188078, 7841907, 8190157, 12463868, 1822085, 2674022, 7853070, 17087835, 15360981, 22789390, 30396337, 9771161, 29898469, 1807576, 23177782, 7719792, 17019507, 9686452, 1770838, 7496881, 8955583, 9513004, 31319802, 22929351, 1807600, 1762578, 3050372, 3792082, 23986923, 1336566, 8113633, 15090105, 1884081, 11141514, 16501181, 23384817, 9308736, 34611040, 11604776, 8358498, 2695783, 1762579, 30564269, 2695785, 7489077, 11515415, 8418391, 3386438, 3657464, 1582192, 12925549, 16646956, 17466825, 1326369, 9357725, 1573995, 8765484, 15617979, 14728127, 2407929, 7719793, 8348914, 3295316, 2407931, 2403974, 19800049, 1289466, 2769117, 16084471, 10573277, 2186251, 20951080, 19527861, 2653156, 10294604, 8750392, 29402991, 1289470]","[779466, 637058, 3886276, 6691639, 6374372, 3931972, 7048091, 3883869]",
2453021,1987,Decision analysis: a progress report.,"J P Kassirer, A J Moskowitz, J Lau, S G Pauker",Ann Intern Med,No,11.49,98.5,1.0,0.0,0.0,0.95,No,224,6.588235294117647,0.5734547586039516,2.8565101373205417,No,0.0,1.0,"[7897458, 2017582]","[3285047, 31509205, 8452829, 10424839, 27378053, 7564081, 11132758, 9125093, 8755916, 17067192, 2721945, 1397465, 16551387, 8563281, 3285672, 32844571, 7488658, 1309081, 1741549, 9668708, 2378724, 30138686, 9803228, 7937281, 2974442, 9506341, 10464579, 7898234, 2492070, 32369132, 11639797, 7597263, 3600737, 3294550, 8536890, 2056468, 8569938, 8164448, 33259033, 17590692, 9060523, 1613620, 3226510, 2280438, 8417245, 3613007, 9917018, 2244763, 11734877, 8369124, 9842812, 31145929, 11310948, 2504800, 8581550, 1780892, 10802338, 11099076, 8681636, 2498217, 2683252, 10304273, 9917020, 9691106, 3057871, 8801386, 9191625, 17479270, 2662623, 7609518, 7661068, 17011401, 1788552, 2704902, 9646961, 8848183, 8231741, 8780674, 8563383, 2106544, 1977316, 2515511, 3277453, 2619784, 1941138, 2799898, 11126470, 8858315, 1439543, 9087469, 10120537, 2448577, 2690049, 7715043, 8326214, 8018319, 1484479, 3125245, 11281913, 10372579, 2620100, 7728361, 26486262, 2196410, 3357074, 10529026, 15083208, 2286078, 10962853, 24281458, 9872187, 3600736, 10960748, 1943862, 3056676, 1302532, 8017541, 11165721, 10360875, 2197512, 2066746, 11251008, 9686003, 10197029, 3142261, 10205208, 2634630, 10442269, 2662629, 2179474, 8152362, 9343800, 11503105, 1930537, 12085373, 25358466, 24283779, 12436145, 1447446, 8340710, 3282064, 2659496, 1396395, 3314814, 15191505, 8826406, 9333937, 10185317, 7495999, 1807691, 2298074, 1341256, 1882877, 7555196, 2027165, 7719792, 2796634, 12603584, 2105172, 2197318, 19669309, 8491690, 7897458, 8533842, 10999363, 11908562, 2662628, 1395834, 2507729, 9120499, 8244870, 3662284, 8488109, 10146908, 1598668, 1710520, 8873514, 8606558, 31178490, 25023450, 12465143, 8412553, 3114038, 2277875, 18456074, 18340202, 3800190, 11861623, 2107190, 8490585, 10794222, 15829247, 8422070, 8693425, 3277452, 18443209, 11475383, 2671102, 10743802, 2593493, 9208257, 2647092, 9340699, 3328188, 3277516, 8437076, 2660572, 2662625, 17895845, 1455985, 1877785, 2492802, 14700714, 1404500, 7972851, 3258360, 8950062, 9822072, 8483396, 8605810, 1944455, 1472174, 2017582, 8172829]","[763258, 754288, 6796932, 6422575, 714117, 403842, 870937, 7300866, 7055958, 340947, 7387010, 6421256, 6741986, 6212032, 6633188, 7032440, 1093391, 6633187, 6638728, 13668531, 2859078, 6712368, 6859725, 6835288, 6645821, 142379, 850519, 6983298, 403045, 6889206, 6800291, 7023311, 6645220, 6407110, 6767978, 6412026, 7290121, 6766290, 666465, 822331, 6802863, 6785648, 6415358, 84534, 100002, 754289, 3840863, 622139, 6767741, 6424922, 6182968, 6711576, 1090479, 7053711, 6422576, 6239044, 6425515, 17835457, 6142417, 6153136, 3873602, 5762535, 981610, 6243731, 6061617, 6412028, 4465645, 130957, 7070445, 6412027, 914527, 4417792, 1097142, 6727585, 6777513, 411106, 7457528, 39253, 6335216, 6859055, 6781390, 472235, 6268975, 4742316, 738024, 6637930, 1143307, 3970063, 6645820, 6881778, 6835317, 6888207, 6128559, 402577, 4552593, 6804866, 989070, 7259092, 941463, 6425686, 1143303, 6651026, 1091409, 6770270, 6350790, 6772950, 402703, 3871318, 6133157, 895788, 4571187, 106279, 872042, 3881609, 4015276, 6228736, 6472063, 345447, 730825, 7012541, 7350720, 7148881, 6493068, 6325731, 765681, 1143300, 6425687, 5695508, 4582702, 806804, 112681, 402576, 6350789, 6727587, 7249307, 1153755, 6472065, 6810170, 6433140, 6406691, 3728511, 7123490, 445835, 1143302, 5934954, 1143310, 4552594, 227120, 6668991, 6746844, 975463, 6787061, 96343, 1249624, 6637316, 6801953, 6239543, 1084723, 4395661, 440357, 6707185, 6429360, 7381560, 6779017, 455943, 6437310, 5041539, 407178, 6691388, 3945184, 354859, 7063747, 6803581, 782779, 1251004, 7386504, 7278922, 1271107, 4743347, 6668990, 7235424, 7446555, 3748081, 7058825, 1143301, 7366635, 6350792]",10.7326/0003-4819-106-2-275
2442297,1987,Perception and information.,J E Cutting,Annu Rev Psychol,No,0.66,35.2,1.0,0.0,0.0,0.25,No,20,0.5882352941176471,0.8969855420475679,4.52096312387324,No,0.0,1.0,[11318051],"[3226881, 7899046, 11318051, 8321593, 8756959, 1958729, 1958728, 10627852, 2969033, 27840817, 18651164, 10845077, 3217474, 9269730, 2486493, 21331833, 3226900, 2359149, 1927575, 1816535]","[6844093, 6111803, 6571315, 6221067, 7304230, 6626590, 6106198, 6460834, 6488965, 3983299, 3156955, 6235315, 6866683, 3831924, 6849142, 5134668, 6508682, 13052853, 6866681, 4775379, 2932526, 6396030, 7394534, 6239904, 2934504, 7358906, 6676713, 6514521, 6461720, 4047903, 6242410, 6728627, 6657431, 13901397, 6718211, 6214607, 6514517, 4088806, 7134969, 6672737, 7196823, 6227703, 3161990, 6518176, 2940315, 7003642, 6227688, 3973763, 6726493, 5525905, 4011375, 6242759, 4052500, 7304225, 7053572, 6695508, 3159832, 4052504, 2932530, 3156959, 7155766, 6622194, 4069952, 6866690, 6734787, 3161978, 3991320, 7134330, 6740325, 1012311, 7207603, 6728626, 6657430, 3973759, 4011371, 3753912, 3973767, 471676, 7197604, 487747, 5142580, 5799528, 13109140, 6238128, 451111, 7186111, 6664806, 7201911, 22499648, 3714926, 5522663, 6242750, 6523114, 6453921, 3159840, 4027282, 6634354, 3975603, 6535979, 1138982, 4075760, 7454508, 6866698, 7155772, 7375914, 4069958, 6223981, 13167245, 6452500, 4069953, 7306263, 6514511, 4045581, 6504682, 7373245, 4016163, 3887450, 6867726, 6238127, 6543164, 6992093, 6678415, 3973685, 6633656, 7322810, 5525904, 6242742, 4034346, 6242413, 675227, 6398424, 7264778, 7433998, 6106236, 6353966, 2939194, 7134968, 6242757, 6867717, 6242761, 2939191, 523520, 7167341, 7083802, 699515, 13872636, 6229597, 6835375, 7362214, 6242409, 6461717, 6238130, 7304228, 4078545, 6752865, 6676706, 3159843, 461092, 6527934, 6504673, 6470838, 3161980, 7167333, 6483553, 6504681, 14861384, 6506466, 6514530, 7146230, 6473052, 2940316, 2934503, 4088819, 6218229, 6238122, 6221071, 6227706, 6681183, 4092418, 6505114]",10.1146/annurev.ps.38.020187.000425
2425045,1986,New strategies for the determination of macromolecular structure in solution.,"R B Altman, O Jardetzky",J Biochem,No,0.48,25.8,0.0,0.0,1.0,0.05,No,18,0.5142857142857142,1.0801542655733951,5.614828001685831,No,-0.8660254037844386,-0.5,,"[21885307, 3448608, 25795086, 2043745, 10984462, 9794034, 1731075, 3284835, 1935980, 3427120, 2649771, 3235473, 16616697, 1511237, 9501168, 8210313, 2691845, 7680587]","[934293, 6756403, 3489103, 6260218, 7236292, 2419572, 3889346, 6849893, 3489104, 7077675, 2996891, 6381097, 3857574, 6351724, 6193280, 6359272, 322662, 326146, 6223575, 6353481]",10.1093/oxfordjournals.jbchem.a121847
2419480,1987,Correlation of recruitment order with axonal conduction velocity for supraspinally driven diaphragmatic motor units.,"T E Dick, F J Kong, A J Berger",J Neurophysiol,Yes,3.09,86.0,0.0,0.5,0.5,0.05,No,75,2.2058823529411766,0.7128893593244447,3.5738525031002553,No,0.0,-0.5,[10420024],"[28781176, 1753279, 17286272, 24187074, 8294953, 21242258, 22815408, 8872643, 17346898, 19628723, 10420024, 2381574, 2760202, 7650859, 23831121, 24265238, 3292123, 1761976, 23751522, 25257864, 10635715, 2501843, 20620243, 9452193, 2598037, 3171647, 19520839, 24746055, 1447114, 11133905, 3403465, 30873594, 11084200, 3367195, 32077350, 8594011, 23798306, 23329816, 29412773, 17561446, 1439301, 2051200, 8698884, 2745316, 8397179, 10194189, 31774353, 7867280, 19703592, 21763470, 23692930, 10967349, 3039077, 23954215, 9292463, 19744580, 31187893, 2357518, 8822539, 26889014, 2317423, 8191043, 32233911, 1400039, 1765789, 23545119, 8889759, 3406552, 26239508, 15740799, 29021393, 2529236, 29412056, 18403452, 21376841]","[6844765, 7119171, 5867887, 6619333, 4432780, 16992311, 430115, 7022254, 93723, 6275043, 4078753, 13495469, 2987433, 232726, 7108785, 6856203, 7300428, 2989449, 7120134, 4225847, 6643176, 7021170, 4022446, 3973686, 60738, 488243, 4354079, 14062676, 14328454, 179122, 6661613, 14889433, 468630, 6466992, 4035116, 1018273, 19605142, 5835487, 6481439]",10.1152/jn.1987.57.1.245
2425045,1987,Basic imaging properties of a large image intensifier-TV digital chest radiographic system.,"H Fujita, K Doi, H MacMahon, Y Kume, M L Giger, K R Hoffmann, T Katafuchi, K Ohara, H P Chan",Invest Radiol,Yes,2.1,76.4,1.0,0.0,0.0,0.5,No,30,0.8823529411764706,0.4199442512934463,2.0667521438444125,No,0.0,1.0,[20033527],"[7734547, 15377092, 19602797, 27294264, 20821139, 20821160, 1563421, 10768744, 2698744, 2649913, 9127308, 20549376, 2191936, 3498339, 1947318, 12596826, 2676898, 1464507, 21415199, 20821100, 33289365, 20033527, 1584147, 18218354, 1529137, 17356803, 16971797, 8208222, 7476707, 2187512]","[7291538, 6709893, 4000068, 6856816, 3969486, 3940383, 3796481, 6983247, 6364749, 4000077, 472297, 7087908, 4079861, 3763924, 4010632, 3517612, 6878707, 6867102, 6738452, 7048418, 6513887, 3898220, 832350, 3951404]",10.1097/00004424-198704000-00009
2425045,1987,High performance liquid chromatography and fast atom bombardment mass spectrometry of unusual branched and unsaturated phospholipid molecular species.,"A Dasgupta, E Ayanoglu, K B Tomer, C Djerassi",Chem Phys Lipids,Yes,0.77,40.9,0.0,1.0,0.0,0.05,No,13,0.38235294117647056,0.4934657870782287,2.4449947905267457,No,0.8660254037844386,-0.5,,"[19336244, 1816551, 7968275, 1988036, 2354147, 32708620, 3382687, 2694175, 3245602, 1812793, 1727331, 2905212, 2666888]","[6854152, 4613380, 6742434, 3990522, 6481246, 7114455, 4660511, 2937481, 3815627, 27519233, 27519988, 7057106, 963275, 6503622, 2935200, 870216, 6529594, 6331227, 490037]",10.1016/0009-3084(87)90029-6
2419480,1987,Electron immunohistochemistry of the extracellular matrix: an overview.,A Martinez-Hernadez,Methods Enzymol,Yes,0.57,30.7,0.33,0.33,0.33,0.05,No,16,0.47058823529411764,0.830683477104522,4.179862135477506,No,0.0,0.0,,"[2221013, 21116222, 2108050, 2459133, 2507835, 20692405, 1568294, 8889213, 11814113, 1743396, 8055531, 2134383, 1560787, 1983870, 1324862, 2521637]","[6852033, 6307276, 6179899, 6165248, 6352880, 7049551, 7037794, 6352161, 4137732, 3731745, 6389571, 3882878, 6173246, 6348302, 6995470, 6175597, 7233594, 389868, 3157540, 7130672, 7119005, 6198358, 6376618, 6376944, 6363519, 1097576, 650151, 6394329, 90048, 6432530, 6826643, 6767138, 6363520, 6988303, 3889015, 5962951, 6373117, 6752265, 6752264, 6375342, 6343549, 6167609, 6993786, 6373447, 6762941, 6219248, 3894794, 6993495, 6171021, 3159016, 17121392, 7096438, 6186670, 7086353, 955889, 6176253, 7038677, 6985609, 6574478, 6653883, 567240, 7037675, 7346228, 13666799, 4525314, 7109544, 6420150, 7410886, 72122]",10.1016/0076-6879(87)45004-0
2419480,1987,Endarterectomy in carotid artery disease. A decision analysis.,"D B Matchar, S G Pauker",JAMA,Yes,3.5,88.4,1.0,0.0,0.0,0.75,No,76,2.235294117647059,0.6380391519177931,3.1887743045559667,No,0.0,1.0,"[2677530, 11704367, 9550506, 8202967, 8869049, 15333770, 14744277, 9570193, 9052564]","[1584355, 1734101, 9227679, 8675436, 2031548, 7660407, 9550175, 2651261, 10235105, 2922770, 9382398, 7729962, 3056158, 9240284, 2677530, 9396536, 11704367, 9747744, 12468795, 8014422, 9510279, 7488658, 8073449, 2378724, 2817189, 3682149, 10499930, 9550506, 8780081, 24283779, 2252454, 8769919, 8693425, 10153251, 2619784, 2375547, 10475999, 10052441, 11059471, 1564225, 8202967, 10619294, 8190220, 11283398, 9412620, 8869049, 11062282, 7674503, 8437076, 8249000, 8249001, 3054553, 3059211, 2366076, 26407926, 2492802, 15333770, 18374476, 2679284, 3066825, 8523605, 8152353, 26487461, 2452904, 2348729, 2797409, 9158620, 14744277, 9570193, 9052564, 8362419, 8285592, 8202972, 24791949, 17483495, 9778075]","[5467158, 6506121, 3541727, 6506125, 7206146, 6827861, 3520974, 6983298, 567290, 609290, 7394861, 1084723, 7242323, 7360161, 7278922, 1127994, 6668990, 1192311, 4690325, 3528855, 3880566, 1190878, 7021747, 14295943, 4887601, 4729750, 7064175, 3701975, 312551, 7191076, 6602597, 3520976, 7212487, 3540670, 7080120, 559976]",
2442297,1987,Knowledge engineering for a clinical trial advice system: uncovering errors in protocol specification.,"M A Musen, J A Rohn, L M Fagan, E H Shortliffe",Bull Cancer,Yes,1.37,61.9,1.0,0.0,0.0,0.25,No,25,0.7352941176470589,0.5384475191700665,2.676410106014401,No,0.0,1.0,,"[8434867, 12467791, 10428005, 11259882, 10710182, 12031602, 11604750, 27598694, 30753493, 15361061, 27600407, 15361057, 16376061, 11079979, 26998530, 9670133, 17060213, 33813032, 1482965, 29025047, 2289365, 21459664, 26549161, 19864118, 10566383]","[3840200, 6896261, 6668485, 3904563, 6625387, 6498714, 3997301]",
2435840,1987,Serotonin-mediated excitation of recurrent laryngeal and phrenic motoneurons evoked by stimulation of the raphe obscurus.,"J R Holtman, T E Dick, A J Berger",Brain Res,Yes,3.01,85.5,0.0,0.67,0.33,0.25,No,75,2.2058823529411766,0.733199168049562,3.6783393819963623,No,0.28867513459481287,-0.5,[1864117],"[17656160, 2133358, 11358440, 8229075, 1608554, 2358513, 12123693, 2073606, 16222475, 9259456, 9803486, 1919671, 8542980, 18441384, 2485883, 14631110, 1532676, 2259450, 8350262, 1974236, 26694311, 1864117, 11353037, 8544128, 2466879, 10619565, 7685071, 8782520, 2329370, 9226402, 7831394, 15152195, 20087578, 12406845, 7877751, 8558166, 1947177, 12106269, 19826196, 3272181, 10221983, 26774498, 19073285, 1797303, 10747207, 14724193, 20801236, 15322066, 1532678, 9143264, 11164201, 10882812, 8383713, 8553909, 8971988, 26087133, 1731370, 15630377, 9316035, 16962678, 12209844, 2243608, 11738653, 12426040, 14720019, 16087148, 16404604, 11245208, 22241052, 19481178, 2458541, 14609518, 11717232, 8383819, 21307236]","[137890, 14229500, 6209160, 6512013, 1244982, 156574, 175886, 13836517, 6715579, 7328202, 7148445, 2415570, 93723, 6992697, 4730751, 4424833, 6191258, 7017455, 6315143, 2987335, 2867815, 304098, 7370747, 6488035, 1102064, 7398786, 6170907, 3701414, 922474, 4153414]",10.1016/0006-8993(87)90174-0
2419480,1987,Protection of the gastric mucosa by linoleic acid--a nutrient essential fatty acid.,"A Tarnawski, D Hollander, H Gergely",Clin Invest Med,Yes,0.71,37.8,0.0,1.0,0.0,0.25,No,14,0.4117647058823529,0.5822268411453776,2.901639441026839,No,0.8660254037844386,-0.5,[9389880],"[11819753, 9797651, 25663757, 7863584, 32276345, 31333466, 2602563, 12572887, 22529974, 7828972, 2509212, 9389880, 19166613, 10574130]","[7469619, 7432466, 456839, 6354347, 301045, 6751651, 3964781, 6599540, 7408963, 3516802]",
2453021,1986,Modelling reading aloud and its relevance to acquired dyslexia.,"J A Reggia, R S Berndt",Comput Methods Programs Biomed,Yes,0.02,1.9,1.0,0.0,0.0,0.05,No,1,0.02857142857142857,1.6389228330860885,8.57542372881356,No,0.0,1.0,,[3386439],"[6883008, 6571320, 533850]",10.1016/0169-2607(86)90088-x
2442297,1987,Phospholipid studies of marine organisms: 14. Ether lipids of the sponge Tethya aurantia.,"G M Smith, C Djerassi",Lipids,Yes,0.48,25.9,0.0,1.0,0.0,0.05,No,11,0.3235294117647059,0.6762439918022614,3.3853248743954922,No,0.8660254037844386,-0.5,,"[29446847, 8433993, 2373208, 9392878, 3072499, 1637858, 1790671, 16394526, 20877144, 7861942, 2666888]","[5624302, 13428781, 7398637, 7087685, 3634775, 4958470, 4826676, 2872636, 5846172, 1196022, 42926, 14336205, 14290823]",10.1007/BF02533985
2435840,1987,High-grade mantle zone lymphoma.,"D J Ellison, R R Turner, R Van Antwerp, S E Martin, B N Nathwani",Cancer,Yes,1.28,59.5,1.0,0.0,0.0,0.25,No,33,0.9705882352941176,0.7594232379082866,3.8132530706763985,No,0.0,1.0,"[26762898, 2182891]","[7639049, 10410860, 2364363, 17962207, 26762898, 21537825, 26161067, 16935806, 1376056, 2689323, 11096202, 29019439, 23762653, 11707848, 10211757, 8478674, 9267824, 11063119, 8622043, 8277026, 2198813, 32802253, 7612490, 10840823, 9243360, 2182891, 20814647, 32774275, 8333565, 8951361, 24733805, 23928453, 11401669]","[3093056, 2408727, 6165237, 6895860, 3936767, 6977012, 2933967, 2946246, 3490174, 3555648, 6895347, 383257, 6895048, 3871452, 3518396, 3923824]",10.1002/1097-0142(19871201)60:11<2717::aid-cncr2820601123>3.0.co;2-k
2435840,1987,Vibrotactile masking and the persistence of tactual features.,"J C Craig, P M Evans",Percept Psychophys,Yes,1.96,74.3,1.0,0.0,0.0,0.5,No,39,1.1470588235294117,0.5845750694140012,2.913720256067733,No,0.0,1.0,[7596744],"[7596748, 20698478, 7596744, 19507975, 19813808, 11140178, 32051455, 14714810, 17508208, 18394522, 9401459, 2600632, 8378136, 1549438, 10352561, 20550268, 1508627, 11006991, 2300421, 9055620, 11914791, 1857630, 11715076, 8539094, 2710635, 24844345, 3696946, 16491714, 22669262, 25693298, 2522530, 27788080, 2030933, 9110423, 9270360, 9682612, 8609296, 28396426, 2913566]","[3882802, 14285445, 2940320, 6657446, 7122187, 14130363, 6444989, 1250940]",10.3758/bf03203085
2453021,1987,Fractal curves and complexity.,"J E Cutting, J J Garvin",Percept Psychophys,Yes,1.6,67.7,1.0,0.0,0.0,0.25,No,53,1.5588235294117647,0.9712635548544989,4.903097580866086,No,0.0,1.0,"[19065853, 7475215]","[26612586, 15020202, 33873259, 11583257, 19065853, 10701444, 15460511, 25196709, 17258840, 7475215, 23275300, 2709885, 27242475, 23094454, 26758776, 28196082, 21382264, 8131068, 8447091, 11505612, 1430318, 8946315, 21241285, 27549346, 25961142, 28814802, 31861890, 31332197, 27458365, 8331318, 19192483, 25414672, 23562476, 8514917, 21734876, 8423636, 27047359, 21514387, 29467495, 30210380, 30355630, 26421613, 26441611, 7529776, 19635573, 21319994, 24362815, 8356186, 18073056, 33046812, 21331833, 26851258, 26358232]","[5142580, 13416488, 13873608, 14784559, 22499648]",10.3758/bf03203093
2442297,1987,"Vibrotactile masking: temporal integration, persistence, and strengths of representations.",P M Evans,Percept Psychophys,Yes,1.89,73.1,1.0,0.0,0.0,0.25,No,30,0.8823529411764706,0.4676307449081721,2.31208251355586,No,0.0,1.0,[7596744],"[7596748, 7596744, 19507975, 11140178, 27788074, 14714810, 18394522, 9401459, 8378136, 10909250, 1508627, 2300421, 9055620, 1857630, 8539094, 2710635, 24844345, 16491714, 2732386, 11521846, 7644331, 18354974, 8201117, 2030933, 9110423, 9270360, 20980584, 20045891, 9682612, 2913566]","[6445405, 14285445, 7422751, 21331873, 6657446, 6992093, 935331, 3684486, 6065466, 14130363, 3834395, 13907740, 5482021, 24203825, 2940320, 6444989, 4428612, 461090, 7122187, 24203823, 3588232]",10.3758/bf03207983
