text,title,id,project_number,terms,administration,mechanism,year,funding,score
"NOVEL PROBES FOR EFFICIENT GENETIC DISEASE DIAGNOSIS Current techniques for the diagnosis of genetic disease are limited by an inability to detect the majority of mutations and polymorphisms in DNA. DNA molecules which differ by one or a few base pairs can most efficiently be distinguished currently by denaturing gradient gel electrophoresis due to sequence specific differences in melting properties of the DNA. However, base changes can be detected only in domains of the molecule which melt first in these gels.  We propose to improve this technique so that base pair changes can be detected in all domains of a DNA molecule.  We will modify DNA probes in ways that will significantly alter the melting behavior of DNA hybrids, so that new regions of the DNA molecule will be included in the first melting domain.  In addition, we will use experimental data to generate computer models to predict melting behavior of modified DNA molecules.  These computer programs can then be used to design optimal probes for detecting sequence changes in any DNA molecule. This technology should be broad enough for application to any gene of interest, and could lead to the commercial development of diagnostic tests for a number of genetic diseases.  ",NOVEL PROBES FOR EFFICIENT GENETIC DISEASE DIAGNOSIS,3497686,R43GM036235,"['gel electrophoresis ', ' nucleic acid sequence ', ' DNA ', ' human population genetics ', ' point mutation ', ' gene mutation ', ' genetic markers ', ' genetic disorder diagnosis ', ' diagnostic tests ', ' computer simulation ', ' computer data analysis ', ' artificial intelligence ', ' biological polymorphism ', ' ']",NIGMS,R43,1986,50000,-0.05282936024585631
"PERCEIVING STRUCTURE IN EVENTS The aim of this project is to identify the means by which human observers organize moving structures and perceive them as dynamic wholes.  The particular moving structures used will be computer-generated displays of dots that, in their movement, mimic human walkers, rolling wheels, and other everyday events.  Previous research has shown that these displays yield robust percepts, despite their relative impoverishment of seen elements.  And the dearth of elements involved allows simple and concise mathematical description.  This project will proceed on three fronts.  The first will study perceptual organization with a particular focus on how much time is needed to organize a dynamic stimulus.  Brief displays of systems of dots will be displayed for varying amounts of time in order to assess the durations necessary for the identification of familiar movements of near-familiar objects.  The second will study perceptual organization with a focus on the effectiveness of various kinds of camouflage in inhibiting identification of common objects in motion.  Static and dynamic camouflages of several types will be employed, with a particular emphasis on the movement parameters of a dynamic camouflage that are most effective in interfering with identification.  The third will study perception organization with a focus on the information available about movement in iconic memory.  Previous research has shown that such information is available, and the nature of the coded form of that information will be assessed.  The idea is that if information about many parameters of movement is available as early as the icon, then the perceiver is clearly attuned to that information and appears not to need to elaborate it in a computational fashion.  The disciplines involved in this study are, primarily, psychology and visual perception, and, secondarily, artificial intelligence and computer simulation.  The health relatedness of this project is to be measured in terms of understanding the normal function of the human visual/perceptual system, both in situations of natural complexity and in reduced complexity such as when viewing elements on radar screens, and when watching for pedestrians crossing the streets at night.  ",PERCEIVING STRUCTURE IN EVENTS,3376206,R01MH037467,"['stimulus /response ', ' psychophysics ', ' memory ', ' mathematical model ', ' neural information processing ', ' visual stimulus ', ' visual perception ', ' computer simulation ', ' computer graphics /printing ', ' artificial intelligence ', ' bioperiodicity ', ' ']",NIMH,R01,1986,44287,-0.015167262038093009
"PULSE SIGNALS TO CELLS USING A UNIQUE PERIFUSION SYSTEM The long-term objective of this project is to develop a flexible, perifused cell micro-culture system.  The system will be capable of providing a dynamically-changing environment to the cells.  The specific pattern of nutrients, stimuli, inhibitors, etc. applied to the cells will be programmable by the user.  On-line sensors (e.g., special electrodes) will be able to quantify responses of the cells under test.  The system will include (1) a flow module which includes the cell perifusion chamber, (2) a pump module, to provide the patterned environment to the cells, (3) an incubator module, to provide a noise-free electrical environment for measurements, (4) a variety of electrodes and other on-line biosensors, (5) a software package to permit flexible user control and sophisticated analysis and display of acquired data.  The modules will have market appeal separately; together, they comprise the system.  Many significant applications include the study of biological systems under approximately in vivo conditions; the study of drug efficacy when delivery is in predefined patterns; the optimization of conditions for, and when scaled up, on-line feedback control of fermentation systems; the study of genetically-engineered cells; the study of environmental pollutants; medical diagnostic applications.  ",PULSE SIGNALS TO CELLS USING A UNIQUE PERIFUSION SYSTEM,3507780,R44GM034169,"['toxicant screening ', ' tissue /cell culture ', ' radioimmunoassay ', ' enzyme linked immunosorbent assay ', ' electrodes ', ' drug delivery systems ', ' perfusion ', ' diagnostic tests ', ' online computer ', ' artificial intelligence ', ' analytical method ', ' biotechnology ', ' ']",NIGMS,R44,1986,221383,-0.13741928039645912
"STEPPED-CARE COLLEAGUE:  AUTOMATED THERAPY REVIEW IN HYP Clinical decision support systems and medical information systems are both of great interest in medical informatics.  Ideally these two types of systems should be closely linked to provide maximum educational and clinical utility.  Usually medical informatics development emphasizes one type of system to the exclusion of the other.  The primary objective of this proposal is to develop a generic, linked system in which medical knowledge represented in the decision support module is applied in the clinical setting in the context of an existing information system.  The major advantages are practical:  the data required by the decision support system is already available; no special data collection or entry is needed.  The advice given by the decision support system is presented in clinical ""real-time"" to optimize its effect.  The second objective is to maximally exploit non-artificial intelligence in medicine (AIM) systems for representing medical knowledge and decision making processes when appropriate.  This is cost effective and, if sufficiently robust, may be adequate for many types of medical decision problems.  In this proposal we plan to develop general methods and apply them to a single clinical setting:  hypertension care.  The specific work will test the hypothesis that an automated therapeutic management review system may be created, using a non-AIM rule-based structure coupled with a system designed to frequently gather pertinent clinical information, to provide sophisticated analysis of current medical management for providers.  The system will survey current clinical data and, following a stepped care approach to the treatment of hypertension, advise providers as to when they should increase therapy, modify therapy, or reduce therapy in appropriate circumstances.  The prototype system will be studied in a general medicine practice. Testing will involve the examination of its performance in terms of reliability and validity, its psychological impact on providers and their perception of benefit and satisfaction, and its cost and impact on stepped care therapy.  If this development and feasibility project is successful, we will consider submitting a proposal to subject the developed system to more definitive study.  ",STEPPED-CARE COLLEAGUE:  AUTOMATED THERAPY REVIEW IN HYP,3474431,R29LM004440,"['information systems ', ' information system analysis ', ' automated data processing ', ' patient care management ', ' computer system design /evaluation ', ' hypertension ', ' computer assisted patient care ', ' computer assisted medical decision making ', ' ']",NLM,R29,1986,55073,-0.04545691812878737
"3-D COMPUTERIZED ATLAS OF HUMAN BRAIN The overall objective of this project is to develop techniques and ultimately a system which will allow the rapid, objective and quantitative analysis of brain scan data obtained from computed tomography (CT), magnetic resonance imaging (MRI), and positron emission tomography (PET). This entails relating the scans to a computer based atlas of the human brain for objective determination of anatomic information with which to relate the functional image.  We plan to develop a system with ""user friendly software"" (e.g. simple to use by clinicians and basic researchers).  We expect that the system will be highly interactive and will provide real-time analytic feedback abilities to the user.  Techniques will be developed for the interactive display, manipulation, and image processing of 3-D data.  A 3-D Voxel representation of a standard Atlas of the human brain as well as of clinical CT, MRI or PET data will be implemented.  Image processing capabilities will include automatic thresholding, reslicing in any arbitrary plane, calculation of various statistics, and highlighting outlines or areas of interest.  The display capabilities will include real-time translation, rotation, scaling, segmentation, and enhancement of 3-D medical objects.  Interactive editing of such 3-D medical objects and the merging of multiple modalities (i.e., CT and MRI) for comparison and analysis will also be supported.  ",3-D COMPUTERIZED ATLAS OF HUMAN BRAIN,3407377,R01NS023636,"['computed axial tomography ', ' positron emission tomography ', ' image processing ', ' neuroanatomy ', ' morphology ', ' computer simulation ', ' computer graphics /printing ', ' computer data analysis ', ' computer human interaction ', ' computer system design /evaluation ', ' artificial intelligence ', ' brain ', ' ']",NINDS,R01,1986,197323,-0.002963744168246199
"LANGUAGE LEARNABILITY AND LANGUAGE DEVELOPMENT This project has three aims.  The first is development, refinement, and testing of an explicit theory of language acquisition in children.  The theory, building on earlier work, will if successful account for the development of language from the start of syntax learning through the acquisition of complex grammatical structures; it will be consistent with linguistic theory and the important facts of language development in children; it will deal with exotic languages as well as English; and it will learn despite noisy, complex, misinterpreted, or nonstandard inputs. A computer simulation of the theory, using ""constraint satisfaction"" algorithms from artificial intelligence research, will test its adequacy and claims about the kinds of information necessary and sufficient for language acquisition to work.  The second aim is to search computerized databases of children's speech for ""possible but nonoccurring errors"", such as violations of subjacency or dative movement.  These searchers will be used to test claims about what sorts of linguistic constraints children are born with.  The third part of the project is an experimental investigation of certain of children's rule-learning mechanisms and their cognitive correlates.  Children will be taught novel words in isolation to see if they use the semantics of a word to guess its syntactic privileges (e.g. action word = verb; agent = subject).  Interactions between conceptual structure and language development will be examined by studies examining the acquisition of constraints on the causative construction, children's use of a ""thematic"" or spatial schema to conceptualize nonspatial events such as changes of state, and their acquisition of spatial and nonspatial prepositions.  Results of the project could yield new methods of assessing children's ability to produce specific grammatical constructions, insight into the language learning mechanisms that can be used in remediation programs for language-disabled individuals, specific techniques to teach new words and constructions to children, and quantitative measures of language development.  ",LANGUAGE LEARNABILITY AND LANGUAGE DEVELOPMENT,3315425,R01HD018381,"['learning ', ' verbal behavior ', ' speech ', ' language development ', ' child (0-11) ', ' child behavior ', ' child psychology ', ' ']",NICHD,R01,1986,146179,-0.07707649186762446
"AUTOMATION OF DNA SEQUENCE DATA ENTRY DNA sequence determination has become a standard method for the characterization of newly isolated genes.  Recent advances in the technology for the determination of DNA sequences have allowed large amounts of data to accumulate rapidly.  However, methods for transferring that data into the computer, where it is to be analysed, are still far from ideal, in that they require considerable manual interention.  We propose to develop a highly automated system that will greatly increase the accuracy and the speed with which sequence data can be collected and analysed.  The method requires first producing a digital image of the sequencing radioautogram.  Algorithms will then be devised that are able to convert that ditigized data into a DNA sequence.  A key feature of the software for this interpretative step is that it will operate according to a set of heuristic procedures that are clearly defined and which can easily be modified and extended.  When these rules fail to provide an unambiguous interpretion then operator assistance will be requested to make a final decision.  An important consequence of the strategy is that the primary data upon which the DNA sequence depends will be available in machine-readable form.  Appropriate software will be developed to manage this primary data and to assist in the resolution of discrepancies that may arise during the course of a sequencing project.  The software tools that will be developed during the course of this project would have additional applications for the interpretation of all kinds of biological data that derive from gel electrophoretic techniques.  ",AUTOMATION OF DNA SEQUENCE DATA ENTRY,3289392,R01GM035934,"['autoradiography ', ' densitometry ', ' image processing ', ' nucleic acid sequence ', ' DNA ', ' information systems ', ' computer graphics /printing ', ' artificial intelligence ', ' biomedical automation ', ' ']",NIGMS,R01,1986,113583,-0.02720025593817172
THEORY OF MEDICAL DECISION MAKING  ,THEORY OF MEDICAL DECISION MAKING,3074630,K04LM000086,"['biotechnology ', ' model ', ' mathematics ', ' health science research potential ', ' health care quality ', ' health economics ', ' health education ', ' rheumatism ', ' human therapy evaluation ', ' disease /disorder classification ', ' diagnosis quality /standard ', ' computer data analysis ', ' artificial intelligence ', ' decision making ', ' ']",NLM,K04,1986,51322,0.009708737864077445
"STRUCTURED ANALYSIS OF THE RETINA We propose to develop computer-aided automated analysis of features in ocular fundus images and fluorescein angiograms and further to generate an expert system for rule-based image interpretation and diagnosis.  The use of artificial intelligence in conjunction with image analysis is a sophisticated and innovative approach new to ophthalmology.  Image processing and pattern-recognition techniques will be used to automatically extract features such as hemorrhages, exudates, scars, blood vessels, the optic disk, etc., from digital fundus images by analyzing attributes such as size, shape, color, texture, edge characteristics, fluorescein hyperfluorescence etc., which describe these features.  The automated extraction of fundus features will be performed by a software package called STARE (STructured Analysis of the REtina), which will produce a coded structured description of an image of the ocular fundus.  Features will be assembled into patterns of potential diagnostic significance.  For computer-aided diagnosis, patterns of automatically extracted features will be combined with non-image information provided by the physician expert through application of pre-defined decision rules.  The knowledge and training that enables the physician to appreciate the significance of particular patterns and ask appropriate questions will be encoded in rules designed as IF-THEN-ELSE decision structures.  We will use an existing expert rule-based bystem called ERS (Embedded Rule-based System), which has interactive facilities, to receive information from the physician and report findings.  We will develop STARE for the automated analysis of fundus images through objective measurements of pixels with pixel algorithms such as gradient operators, spectral classifiers, and edge detectors; grouping of pixels with application of pattern-recognition algorithms such as statistical classifiers and segmenters; interpretation of local areas extracted by pixel algorithms using object algorithms for measurement of attributes such as color and edge sharpness; and identification of features such as the disk or exudates with higher level statistical classifiers and rule-based decision making.  Following development of image-coding and database software, we will start with one or two example goal nodes (diagnoses) and will produce rules with both forward chaining and backward chaining, edit and modify the rules with reality testing on our large library of fundus photographs and fluorescein angiograms to detect and correct deficiencies in STARE algorithms and ERS rules, and expand the system to cover more diagnoses and improve performance.  ",STRUCTURED ANALYSIS OF THE RETINA,3261860,R01EY005996,"['image processing ', ' human subject ', ' eye fundus photography ', ' eye disorder diagnosis ', ' retina ', ' computer simulation ', ' computer graphics /printing ', ' computer data analysis ', ' artificial intelligence ', ' fluorescein angiography ', ' computer assisted diagnosis ', ' ']",NEI,R01,1986,177231,-0.052134607903621476
"VISUOMOTOR COORDINATION:  NEURAL NETWORKS AND SCHEMAS Our approach to analyzing mechanisms of visuomotor coordination is two-fold:  ""top-down"", to offer a coordinated control program of interacting schemas (concurrently active programs suitably structured for action-perception systems) to model behavior noted by neuroethologists; and ""bottom-up"", to provide detailed models of neural networks which are consistent with known anatomy and physiology, but which involve additional assumptions, amenable to experimental test, to yield a network capable of exhibiting appropriate behavior.  Where possible, we implement a family of models, rather than a single model, to facilitate computer experiments and animal experiments which may discriminate between alternative mechanisms. Specifically, we plan to conduct studies of the following subtopics:  (1) Modelling tectum-pretectum interactions subserving pattern-recognition in anurans; (2) Detailed neural modelling of retina; (3) Modelling patterns of behavior in frog and toad while developing a theory of motor schemas and their coordination for orientation, sidestepping, snapping, etc.; and (4) Developing mathematical and computer methodology for exploring a model-family to determine which subset of models approximates satisfaction of a given set of constraints.  The work will make modelling tools available for the analysis of large brain systems.  Our research plan has build into it structures which ensure that these tools are accessible to neurophysiologists, neuroanatomists and neuroethologists, while also facilitating a full exchange of ideas with the computer science community (artificial intelligence, simulation methodology, interactive computer graphics, etc.).  ",VISUOMOTOR COORDINATION:  NEURAL NETWORKS AND SCHEMAS,3409939,R01NS024926,"['fresh water environment ', ' chordate locomotion ', ' form /pattern perception ', ' ethology ', ' neurophysiology ', ' sensorimotor system ', ' neuroanatomy ', ' mathematical model ', ' neural information processing ', ' retina ', ' computer simulation ', ' computer graphics /printing ', ' computers ', ' visual cortex ', ' visual pathways ', ' superior colliculus ', ' ']",NINDS,R01,1986,69016,-0.04421058210154135
"ULTRASOUND HYPERTHERMIA SYSTEM FOR CANCER THERAPY The goal of this program is to design, develop, and evaluate a state-of-the-art system for ultrasonically inducing local hyperthermia in humans for use in cancer therapy.  The program is composed to several interconnected subgoals which are:  1) To continue development of existing computer programs used for transducer design and beam pattern evaluation, thermal exposure calculations and resulting temperature distributions.  2) To design and evaluate ultrasound transducers that are optimised for inducing hyperthermia.  3) Install transducers with appropriate power supplies and controllers in a modified diagnostic ultrasound scanner.  The central unit is a commercial OCTOSON digital ultrasound imaging system.  We will add a number of additional heating transducers to the gantry in out-rigger fashion.  Each transducer will be separately driven by its own power amplifier and driver.  The drivers will be driven by a micro-processor based control unit.  Temperatures at varius important sites within the patient will be measured with thermocouples or other devices and made available to the operator and to the control unit by means of a data acquisition system.  4) Design and install a hardware and software link between temperature monitoring devices on subjects and the microprocessor controllers within the imager for the purpose of automating the delivery of thermal dose.  5) Evaluate the system with phantoms.  6) Evaluate the system with animals.  The purpose of the animal studies will be two-fold: a) determine whether focused ultrasound can be effectively delivered to deep seated abdominal masses without excessive heating of adjacent critical normal organs.  b) Determine initial antitumor effects and normal tissue toxicities resulting from such treatment in pet animals with spontaneous tumors, i.e. Phase I/II Preclinical Trials.  The animal portion of this project has been planned to solve the technical problems of safely and effectively heating deep seated abdominal tumors with focused ultrasound. 7) Evaluate the system with humans.  a) Evaluate ability of the proposed system to achieve prescribed thermal distributions in human tumors, b) evaluate toxicity associated with the proposed ultrasound hyperthermia technique, c) compare the thermal distributions and temperature patterns achieved with the proposed device to those achieved with other hyperthermia devices, d) evaluate the imaging capability of the device, e) evaluate tumor response rates and duration of response rates and duration of response.  ",ULTRASOUND HYPERTHERMIA SYSTEM FOR CANCER THERAPY,3171665,R01CA033922,"['ultrasound therapy ', ' ultrasound biological effect ', ' ultrasonography ', ' image processing ', ' neoplasm /cancer thermotherapy ', ' abdomen neoplasm ', ' artificial intelligence ', ' computer assisted diagnosis ', ' clinical biomedical equipment ', ' ']",NCI,R01,1986,124715,-0.03480694616298275
"NUTRIENT ESSENTIAL FATTY ACIDS & GASTRIC MUCOSAL INJURY We propose to investigate the role of nutrient essential fatty acids (EFA)-namely arachidonic and linoleic in the prevention and healing of gastric mucosal injury in the rat produced by ethanol, aspirin and taurocholic acid.  We will determine whether:  1) acute and/or chronic administration of EFA may a) prevent or reduce gastric mucosal damage or b) speed up healing of pre-existing injury; 2) diet deficient in EFA predisposes to gastric mucosal injury, increases its extent or delays healing, and the mechanism(s) responsible for these effects.  The rationale for these studies is that EFA are natural DIETARY precursors of prostaglandins which have been shown to protect the gastric mucosa against acute injury produced by damaging factors and to accelerate healing of gastroduodenal ulcers in man.  Studies will be performed on male Sprague Dawley rats receiving:  (1) single dose of EFA as a pretreatment or as a posttreatment of mucosal injury, (2) diet deficient in EFA for 10 weeks, (3) diet rich in EFA for 10 weeks, (4) diet sufficient in EFA (controls). Gastric mucosal injury will be produced by acute intragastric administration of absolute ethanol, acidified aspirin or taurocholic acid. Gastric mucosal damage, its healing and mucosal protection will be assessed:  A) macroscopically by scoring and computerized image analysis B) histologically with morphometric quantitation of necrosis C) by determination of mucosal cell proliferation kinetics D) ultrastructurally with scanning and transmission electromicroscopy E) functionally by measurements of ionic fluxes, potential difference and intragastric pH, and F) biochemically by measurements of luminal loss of DNA, protein and blood and the concentration or prostaglandins in the gastric contents.  TO EXPLORE THE MECHANISM(S) OF EFA PROMOTED GASTRIC MUCOSAL PROTECTION WE PLAN TO STUDY:  (1) THE EFFECT OF DNA AND PROTEIN SYNTHESIS INHIBITORS AND OF MICROTUBULES AND MICROFILAMENTS DISRUPTIVE AGENTS ON EFA PROTECTION; (2) RESISTANCE OF RESTORED SURFACE EPITHELIUM TO SUBSEQUENT INJURY; (3) ACTION OF EFA ON ISOLATED GASTRIC MUCOSAL CELLS (SURFACE, PROLIFERATIVE ZONE) THEIR VIABILITY AND ABILITY TO GENERATE PROSTAGLANDINS.  Our long term objective is an assessment of the value (and application) of nutrient EFA in prevention and healing of gastroduodenal mucosal injury in man.  ",NUTRIENT ESSENTIAL FATTY ACIDS & GASTRIC MUCOSAL INJURY,3231226,R01DK032865,"['tissue /cell culture ', ' radiotracer ', ' autoradiography ', ' surfactant ', ' aspirin ', ' scanning electron microscopy ', ' electron microscopy ', ' nutrition related tag ', ' essential fatty acids ', ' pathogenic diet ', ' membrane structure ', ' wound healing ', ' gastric mucosa ', ' gastrointestinal epithelium ', ' gastrointestinal pharmacology ', ' duodenal ulcer ', ' linoleate ', ' prostaglandin inhibitors ', ' prostaglandins ', ' arachidonate ', ' artificial intelligence ', ' acid base balance ', ' ethanol ', ' ']",NIDDK,R01,1986,99060,-0.015221852528701445
"NUCLEIC ACID SEQUENCE ANALYSIS We have developed a method to clone synthetic DNAs with regions of random sequence.  We are using this technique to create millions of ribosome binding sites in an isogenic background.  The cloning vehicle contains the lacZ gene positioned to allow quantitation of initiation from each binding site and the f1 origin which allows rapid DNA sequencing.  From a large set of sequences for which we know the relative efficiencies of initiation we can build linear models of the E. coli ribosome binding site.  We will construct plasmids with regions that differ on the 5' and 3' sides from our original plasmid in order to study the more complex effects of mRNA structure and context on translational initiation.  We propose to extend this technique into a tool for the study of any binding site.  We are also studying sequence specific recognition of DNA by proteins.  We have adapted the Shannon measure of information to quantitate the information content of several recognition systems.  This has led to a prediction that the T7 late promoters have overlapping repressor sites, a prediction that we are now testing.  We have shown that the information content of sites for recognizer proteins is related to the sequence specific binding energies, and have devised a method to determine the quantitative sequence preferences of proteins through in vitro binding to random DNA.  ",NUCLEIC ACID SEQUENCE ANALYSIS,3276028,R01GM028755,"['nucleic acid sequence ', ' mutagens ', ' microorganism genetics ', ' genetic translation ', ' plasmids ', ' molecular cloning ', ' genetic registry /resource /referral center ', ' genetic mapping ', ' computer simulation ', ' artificial intelligence ', ' chemical binding ', ' ribosomes ', ' ']",NIGMS,R01,1986,124171,-0.04116460739737419
"CUTANEOUS PATERN PERCEPTION The proposed research will investigate the perception of tactile patterns by human subjects.  The tactile patterns will be generated on arrays of stimulators that fit against the subject's fingertips.  Each array consists of 144 stimulators arranged in a matrix 6 columns by 24 rows.  Sets of patterns differing along such dimensions as location, intensity, number of line segments, and so forth will be generated and presented to subjects. Response measures will include identification, discrimination, reaction time, and pattern matching.  Three aspects of tactile pattern perception will be examined:  masking, interactions among multiple sites of stimulation, and the role of experience.  A temporal masking paradigm will be used to see how the perception of tactile patterns is interfered with by tactile maskers and how the nature of the interference changes with changes in the type of masker and in the temporal separation between target and masker.  In the studies of interaction among multiple sites, patterns will be presented to as many as three sites on the fingertips and palm.  This paradigm will be used to assess the role of attention in tactile information processing. The role of short-term experience will be examined by measuring changes in pattern perception as subjects learn to identify and discriminate tactile patterns.  The effect of long-term experience will be evaluated by comparing the performance of groups of subjects who differ in the amount and nature of their experience with complex tactile patterns.  One group will be Optacon users, blind individuals who can read by means of a tactile array.  The other groups will be blind individuals without Optacon experience and several groups of sighted subjects with varying amounts of tactile experience.  The proposed research will be concerned with drawing parallels between tactile processing and visual and auditory processing, with developing measures relevant to understanding the neural coding of tactile patterns, and with improving cutaneous communication systems for the blind, deaf, and deaf-blind.  ",CUTANEOUS PATERN PERCEPTION,3394041,R01NS009783,"['stimulus /response ', ' stimulus interval ', ' skin ', ' fingers ', ' sensory thresholds ', ' vibration perception ', ' touch ', ' space perception ', ' somesthesis ', ' sequential perception ', ' perceptual maskings ', ' form /pattern perception ', ' sensory discrimination ', ' sensory disorders ', ' mechanoreceptors ', ' psychophysics ', ' psychometrics ', ' attention ', ' neurophysiology ', ' cutaneous sensory nerve ', ' neural information processing ', ' human subject ', ' blindness ', ' substitute sight ', ' artificial intelligence ', ' ']",NINDS,R01,1986,160677,0.0027509394153393085
"CONTEXT-BASED AUTOMATED DETECTION OF ABNORMAL EEG WAVES The proposed research will investigate the development of an ""intelligent"", multichannel (16 channels) automated (general purpose computer-based) system for the reliable detection of epileptogenic sharp waveforms (spikes and shart waves-STs) in the electroencephalogram (EEG).  The system will provide the time of occurrence of individual STs, their spatial location, along with values of pertinent electrographic characteristics (e.g. amplitude, duration) thereof.  Special attention will be given to the minimization of false alarms due to artifact and normal EEG activity.  Such a system will especially facilitate the rapid and reliable analysis of long-term EEG recordings from subjects with known or suspected epilepsy, thus contributing to their optimum therapeutic management as well as resulting in savings of time and money.  Extensive heuristics based on human pattern recognition, which involves contextbased analysis, will be utilized.  In this way, the system will incorporate the intelligence of an electroencephalographer (EEGer).  An Artificial Intelligence approach will be implemented, whereby EEG features quantifying candidate waveforms, as well as automated assessment of the subject's state of consciousness will be presented to an Expert System for eventual decision making.  The knowledge base of the Expert system will be developed in close cooperation with an experienced EEGer, so that the extensive contextbased heuristics utilized in the visual analysis process (e.g. spatio-temporal processing involving multichannel correlations) will be implemented.  Special emphasis will be given to programming into the detection system the ability to discriminate against ST-like artifactual activity in the EEG record (e.g. electrocardiographic and electromyographic interference) as well as against sharp but normal EEG activity (e.g. sleep spindles).  Extensive validation studies will be conducted utilizing EEG data from epileptic subjects, other patients, and normal controls.  An investigation will also take place of the possibility of implementing the detection system in a microprocessor-based version for portability and ease of operation.  ",CONTEXT-BASED AUTOMATED DETECTION OF ABNORMAL EEG WAVES,3353914,R01HL037944,"['nervous system disorder diagnosis ', ' human subject ', ' artificial intelligence ', ' electroencephalography ', ' brain electrical activity ', ' epilepsy ', ' computer assisted medical decision making ', ' ']",NHLBI,R01,1986,127808,-0.09321396983166368
"ALGORITHMS FOR ARRHYTHMIA IDENTIFICATION Our general goal is automatic identification of arrhythmias within implantable devices by computer-based signal processing of the intracardiac electrograms.  This goal appears to be realizable because:  1) the arrhythmias to be identified can be provoked in the catheter electrophysiology laboratory and the resulting electrograms can be recorded for detailed analysis; 2) modern signal processing techniques exist for characterizing the electrograms in the time domain and by spectral content; 3) computer algorithms can be designed to recognize these characteristic electrogram features in each arrhythmia; 4) implantable microcomputers are available in which the algorithms can be implemented.  An important premise of this proposal is that the hardware for electrical termination of arrhythmia is already availbale and thus there is a risk of new generations of devices being implanted for arrhythmia control before the underlying electrophysiologic concepts and pattern recognition rules for identifying the arrhythmia are developed and tested.  The signal processing algorithms and decision rules for automatic detection and discrimination will be implemented in real time in a computer program small enough to be part of an implanted anti-tachycardia or defibrillating device.  We will first examine and describe in both the time and frequency domains the characteristic features of electrograms recorded during provocative electrophysiologic study in animals and humans.  Then we will develop computer algorithms for signal processing of the electrograms and for arrhythmia pattern recognition.  Finally, we will test the stated hypotheses by conducting additional animal and human electrophysiology studies and determining the sensitivity and specificity of the algorithms. Our approach combines the engineering skill of computer-based signal analysis with the medical skill of diagnostic cardiac electrophysiology. It is our expectation that this approach will provide a sound scientific basis upon which development of specific hardware by pacemaker manufacturers can proceed.  ",ALGORITHMS FOR ARRHYTHMIA IDENTIFICATION,3349542,R01HL035554,"['implant ', ' human subject ', ' electrocardiographic monitor ', ' heart disorder diagnosis ', ' ventricular fibrillation ', ' atrial fibrillation ', ' arrhythmia ', ' implantable defibrillators ', ' computer system design /evaluation ', ' artificial intelligence ', ' patient monitoring device ', ' computer assisted diagnosis ', ' ']",NHLBI,R01,1986,187321,-0.09731528427034045
"PATTERN RECOGNITION FOR ANALYSIS OF MOLECULAR SEQUENCES We propose to continue (A) the development of mathematical, statistical and computer methods for the analysis of DNA, RNA and protein sequences and (B) the application of these methods.  The comparison of two and more informational sequences is central to many problems in molecular biology. (1) Finding consenting patterns that define genetic control regions or that determine structure or function are important examples of sequence comparisons.  An algorithm already developed by my group will be developed further and applied to several new data sets, such as Pol II promoters and RNA splice signals.  Careful data analyses should suggest new modifications to the method.  New and nontrivial insights into promoter patterns, for example, could result from an unbiased, rigorous analysis with calculated significance levels.  (2) Secondary structure of 5S, 16S, and 23S rRNA has been inferred by the phylogenetic method.  Consensus and probability results will be developed to solve this problem in a rigorous way.  Again, new information about secondary structure could result.  (3) T1 catalogs are available for 16S rRNA from many organisms.  A careful analysis, based on pattern and significance of found patterns, will be made.  This will constitute a new and entirely unbiased study of divisions such as archaebacteria, eukaryotes, and eubacteria.  (4) Recent important results have been established for the exact (extreme value) distribution of long exact matches between random sequences.  These distributions are fundamental to pattern recognition in general and allow statistical assessment of found patterns.  The distributions will be extended to include results of long matching where mismatches and insertion/deletions are allowed.  ",PATTERN RECOGNITION FOR ANALYSIS OF MOLECULAR SEQUENCES,3289764,R01GM036230,"['DNA directed RNA polymerase ', ' nucleic acid sequence ', ' ribosomal RNA ', ' RNA ', ' mathematical model ', ' statistics /biometry ', ' gene mutation ', ' computer simulation ', ' computer data analysis ', ' artificial intelligence ', ' ']",NIGMS,R01,1986,253133,-5.7166613322066367e-05
"CANCER PROTEIN DATA BASE High resolution two dimensional electrophoresis allows a large fraction of the estimated 30,000 to 50,000 human proteins to be identified by map position and to be quantitated.  Normal and cancer cells have been mapped in orienting studies and many differences found.  To give meaning to these results, and to systematically exploit them, a large data base (the Cancer Protein Data Base) including all available and all obtainable data on each spot is required, with the data base directly linked to CRT map displays. The data base will include (for each protein) intracellular location, types of cells in which found, names, functions, disease correlations, biophysical data, literature citations, membership in coregulated sets, differentiational stage of occurrence, and chromosomal location of the coding gene.  The theses to be explored are that cells are highly integrated systems to be understood in terms of protein sets and the regulational circuits involving them, and that compositional changes in cancer cells are not random, but reflect alterations in normal regulational and differentiational functions.  This Phase I proposal is for the continued development of the TYCHO and KEPLER data base systems, specifically directed to cancer studies, in a private setting.  ",CANCER PROTEIN DATA BASE,3491144,R43CA040855,"['gel electrophoresis ', ' protein tyrosine kinase ', ' oncoproteins ', ' cancer information system ', ' information systems ', ' oncogenes ', ' genetic mapping ', ' artificial intelligence ', ' ']",NCI,R43,1986,50000,-0.10557363708554943
