text,title,id,project_number,terms,administration,mechanism,year,funding,score
"STEPPED-CARE COLLEAGUE:  AUTOMATED THERAPY REVIEW IN HYP Clinical decision support systems and medical information systems are both of great interest in medical informatics.  Ideally these two types of systems should be closely linked to provide maximum educational and clinical utility.  Usually medical informatics development emphasizes one type of system to the exclusion of the other.  The primary objective of this proposal is to develop a generic, linked system in which medical knowledge represented in the decision support module is applied in the clinical setting in the context of an existing information system.  The major advantages are practical:  the data required by the decision support system is already available; no special data collection or entry is needed.  The advice given by the decision support system is presented in clinical ""real-time"" to optimize its effect.  The second objective is to maximally exploit non-artificial intelligence in medicine (AIM) systems for representing medical knowledge and decision making processes when appropriate.  This is cost effective and, if sufficiently robust, may be adequate for many types of medical decision problems.  In this proposal we plan to develop general methods and apply them to a single clinical setting:  hypertension care.  The specific work will test the hypothesis that an automated therapeutic management review system may be created, using a non-AIM rule-based structure coupled with a system designed to frequently gather pertinent clinical information, to provide sophisticated analysis of current medical management for providers.  The system will survey current clinical data and, following a stepped care approach to the treatment of hypertension, advise providers as to when they should increase therapy, modify therapy, or reduce therapy in appropriate circumstances.  The prototype system will be studied in a general medicine practice. Testing will involve the examination of its performance in terms of reliability and validity, its psychological impact on providers and their perception of benefit and satisfaction, and its cost and impact on stepped care therapy.  If this development and feasibility project is successful, we will consider submitting a proposal to subject the developed system to more definitive study.  ",STEPPED-CARE COLLEAGUE:  AUTOMATED THERAPY REVIEW IN HYP,3474431,R29LM004440,"['information systems ', ' information system analysis ', ' automated data processing ', ' patient care management ', ' computer system design /evaluation ', ' hypertension ', ' computer assisted patient care ', ' computer assisted medical decision making ', ' ']",NLM,R29,1986,55073,-0.04577133275225177
"CLINICAL DECISION SYSTEMS RESEARCH RESOURCE A new diagnostic procedure for CADUCEUS has been developed, which we believe provides a framework for solving all of the known problems encountered in our use of INTERNIST-1.  During the five year period covered by the current proposal, we intend to pursue the following specific aims:  Revision of the structure of the CADUCEUS knowledge base will be undertaken to support the enhanced capabilities of the new diagnostic procedure.  The revised knowledge base will be expanded to encompass all of the major diseases of internal medicine, and much of neurology.  Evaluation of the new CADUCEUS system will be undertaken in two phases. First, through protocol analytic studies, we intend to study and refine the human/machine interface of CADUCEUS, exploring specifically various modes of cooperative human/machine problem solving.  Subsequently, we plan to carry out formal evaluation studies of the system in order to gauge its diagnostic accuracy, the value of its information gathering and explanatory capability, and its acceptability to a variety of potential client groups.  The overall objective for this five year effort will be to bring CADUCEUS to a state of maturity that will permit its distribution for general use by medical practitioners.  ",CLINICAL DECISION SYSTEMS RESEARCH RESOURCE,3450497,R24RR001101,"['human subject ', ' medical education ', ' computer assisted instruction ', ' disease /disorder classification ', ' diagnosis service ', ' computer simulation ', ' computer graphics /printing ', ' computer center ', ' online computer ', ' computer human interaction ', ' computer system design /evaluation ', ' artificial intelligence ', ' computer assisted medical decision making ', ' computer assisted diagnosis ', ' biomedical resource ', ' ']",NCRR,R24,1986,415739,-4.3056165624285346e-05
"3-D COMPUTERIZED ATLAS OF HUMAN BRAIN The overall objective of this project is to develop techniques and ultimately a system which will allow the rapid, objective and quantitative analysis of brain scan data obtained from computed tomography (CT), magnetic resonance imaging (MRI), and positron emission tomography (PET). This entails relating the scans to a computer based atlas of the human brain for objective determination of anatomic information with which to relate the functional image.  We plan to develop a system with ""user friendly software"" (e.g. simple to use by clinicians and basic researchers).  We expect that the system will be highly interactive and will provide real-time analytic feedback abilities to the user.  Techniques will be developed for the interactive display, manipulation, and image processing of 3-D data.  A 3-D Voxel representation of a standard Atlas of the human brain as well as of clinical CT, MRI or PET data will be implemented.  Image processing capabilities will include automatic thresholding, reslicing in any arbitrary plane, calculation of various statistics, and highlighting outlines or areas of interest.  The display capabilities will include real-time translation, rotation, scaling, segmentation, and enhancement of 3-D medical objects.  Interactive editing of such 3-D medical objects and the merging of multiple modalities (i.e., CT and MRI) for comparison and analysis will also be supported.  ",3-D COMPUTERIZED ATLAS OF HUMAN BRAIN,3407377,R01NS023636,"['computed axial tomography ', ' positron emission tomography ', ' image processing ', ' neuroanatomy ', ' morphology ', ' computer simulation ', ' computer graphics /printing ', ' computer data analysis ', ' computer human interaction ', ' computer system design /evaluation ', ' artificial intelligence ', ' brain ', ' ']",NINDS,R01,1986,197323,-0.1610827068398448
"COMPUTERIZED DENSITOMETRY OF NEUROCHEMICALS Techniques of quantitative autoradiography have been employed to gain insights to chemical mechanisms involved in the regulation of brain function.  We will refine the method of quantitative autoradiography to allow more precise assessments of neurotransmitter receptors and drug binding sites in the central nervous system (CNS).  Particular attention will be directed to the problem of quenching of tritium emissions by white matter, and we will establish criteria for introducing quench corrections in studies involving human tissue.  We will extend studies on the quantitative autoradiography of monoamine uptake sites, utilizing the antidepressant compounds desmethylimipramine and imipramine to identify, respectively, uptake sites for norepinephrine (NE) and serotonin (5-HT). Studies will be conducted to examine the ontogeny of monoamine uptake sites, possible sex differences, regulation of these sites and their distribution in post-mortem human brain.  Further studies will examine monoamine receptors, and compare the distribution of monoamine uptake sites and receptors.  The ontogeny of betal and beta2 adrenergic receptors will be examined, as will the cellular location of these selective subtypes, using the selective neurotoxin ibotenic acid.  The location of putative internalized beta adrenergic receptors will also be studied.  A major new emphasis of the present proposal will be studies of possible differences in neurotransmitter receptors in post-mortem brain tissue from patients with Huntington's disease, schizophrenia and manic-depressive illness. Extensive studies will be conducted of alterations in thyrotropin releasing hormone (TRH) and receptors for TRH in spinal tissue of patients with amyotrophic lateral sclerosis (ALS).  The results of these experiments should provide important new basic information about the location and regulation of neurotransmitter receptors in rat brain, and important new clinical information about possible changes in neurotransmitter receptors in neurological and psychiatric diseases.  ",COMPUTERIZED DENSITOMETRY OF NEUROCHEMICALS,3399711,R01NS019597,"['autoradiography ', ' schizophrenia ', ' antidepressants ', ' thyrotropin releasing hormone ', ' norepinephrine ', ' neurotoxins ', ' neuropharmacology ', ' degenerative motor system disease ', "" Huntington's disease "", ' neurochemistry ', ' nervous system disorder diagnosis ', ' neural information processing ', ' human tissue ', ' postmortem ', ' artificial intelligence ', ' brain metabolism ', ' brain disorder diagnosis ', ' biochemical evolution ', ' serotonin ', ' imipramine ', ' ']",NINDS,R01,1986,65571,-0.1744650995764696
"LANGUAGE LEARNABILITY AND LANGUAGE DEVELOPMENT This project has three aims.  The first is development, refinement, and testing of an explicit theory of language acquisition in children.  The theory, building on earlier work, will if successful account for the development of language from the start of syntax learning through the acquisition of complex grammatical structures; it will be consistent with linguistic theory and the important facts of language development in children; it will deal with exotic languages as well as English; and it will learn despite noisy, complex, misinterpreted, or nonstandard inputs. A computer simulation of the theory, using ""constraint satisfaction"" algorithms from artificial intelligence research, will test its adequacy and claims about the kinds of information necessary and sufficient for language acquisition to work.  The second aim is to search computerized databases of children's speech for ""possible but nonoccurring errors"", such as violations of subjacency or dative movement.  These searchers will be used to test claims about what sorts of linguistic constraints children are born with.  The third part of the project is an experimental investigation of certain of children's rule-learning mechanisms and their cognitive correlates.  Children will be taught novel words in isolation to see if they use the semantics of a word to guess its syntactic privileges (e.g. action word = verb; agent = subject).  Interactions between conceptual structure and language development will be examined by studies examining the acquisition of constraints on the causative construction, children's use of a ""thematic"" or spatial schema to conceptualize nonspatial events such as changes of state, and their acquisition of spatial and nonspatial prepositions.  Results of the project could yield new methods of assessing children's ability to produce specific grammatical constructions, insight into the language learning mechanisms that can be used in remediation programs for language-disabled individuals, specific techniques to teach new words and constructions to children, and quantitative measures of language development.  ",LANGUAGE LEARNABILITY AND LANGUAGE DEVELOPMENT,3315425,R01HD018381,"['learning ', ' verbal behavior ', ' speech ', ' language development ', ' child (0-11) ', ' child behavior ', ' child psychology ', ' ']",NICHD,R01,1986,146179,-0.07724864513587673
"AUTOMATION OF DNA SEQUENCE DATA ENTRY DNA sequence determination has become a standard method for the characterization of newly isolated genes.  Recent advances in the technology for the determination of DNA sequences have allowed large amounts of data to accumulate rapidly.  However, methods for transferring that data into the computer, where it is to be analysed, are still far from ideal, in that they require considerable manual interention.  We propose to develop a highly automated system that will greatly increase the accuracy and the speed with which sequence data can be collected and analysed.  The method requires first producing a digital image of the sequencing radioautogram.  Algorithms will then be devised that are able to convert that ditigized data into a DNA sequence.  A key feature of the software for this interpretative step is that it will operate according to a set of heuristic procedures that are clearly defined and which can easily be modified and extended.  When these rules fail to provide an unambiguous interpretion then operator assistance will be requested to make a final decision.  An important consequence of the strategy is that the primary data upon which the DNA sequence depends will be available in machine-readable form.  Appropriate software will be developed to manage this primary data and to assist in the resolution of discrepancies that may arise during the course of a sequencing project.  The software tools that will be developed during the course of this project would have additional applications for the interpretation of all kinds of biological data that derive from gel electrophoretic techniques.  ",AUTOMATION OF DNA SEQUENCE DATA ENTRY,3289392,R01GM035934,"['autoradiography ', ' densitometry ', ' image processing ', ' nucleic acid sequence ', ' DNA ', ' information systems ', ' computer graphics /printing ', ' artificial intelligence ', ' biomedical automation ', ' ']",NIGMS,R01,1986,113583,-0.04282473141767172
THEORY OF MEDICAL DECISION MAKING  ,THEORY OF MEDICAL DECISION MAKING,3074630,K04LM000086,"['biotechnology ', ' model ', ' mathematics ', ' health science research potential ', ' health care quality ', ' health economics ', ' health education ', ' rheumatism ', ' human therapy evaluation ', ' disease /disorder classification ', ' diagnosis quality /standard ', ' computer data analysis ', ' artificial intelligence ', ' decision making ', ' ']",NLM,K04,1986,51322,0.009999999999999789
"STRUCTURAL DETERMINATION OF INTERPHASE CHROMOSOMES The newly developed instrumentation and software now allows three-dimensional reconstruction, in a generalized fashion, of subcellular structures, at both the light and high voltage electron microscopic levels.  Eighteen nuclei have been reconstructed and interpreted in a quantitative fashion.  Six nuclei have their cytogenetic loci aligned with the three-dimensional structures showing that many chromosome features are three-dimensionally determined.  It is proposed to determine, three-dimensionally, many adjacent polytene nuclei in defined developmental stages and tissues so that it will be possible to see in a quantitative fashion the structural relationships. Many computational approaches are proposed to process the images, to refine the structures, to position the bands, hence genes three-dimensionally, and to determine the fine structure of nuclei.  These studies will also utilize monoclonal antibodies to localize active gene loci and their close associations one with another and the nuclear envelope, and to relate structure to function.  Diploid nuclei will, in addition, be three-dimensionally reconstructed at highest possible light microscope resolution in intact Drosophila embryos. Questions related to differences in the 3D patterns of the interphase chromosomes as a function of development, and the cell cycle will be studied.  The laboratory will continue to reconstruct mitotic chromosomes and interband/bands from polytene chromosomes from Drosophila in a resolution-overlaping fashion made possible by the three-dimensional light microscopy and much higher resolution of the high voltage electron microscope utilizing systematic high tilt about 70 degrees for three-dimensional structure.  New computational approaches to image processing in three dimensions are being continued.  New image collection hardware for the light microscopy and high voltage electron microscopy are proposed.  ",STRUCTURAL DETERMINATION OF INTERPHASE CHROMOSOMES,3272766,R01GM025101,"['tissue /cell culture ', ' freeze etching ', ' radionuclide double label ', ' salivary glands ', ' fluorescence microscopy ', ' scanning electron microscopy ', ' electron microscopy ', ' image enhancement ', ' nucleic acid sequence ', ' endonuclease ', ' immunofluorescence technique ', ' monoclonal antibody ', ' animal population genetics ', ' genetic transcription ', ' genetic regulation ', ' gene expression ', ' cytogenetics ', ' genetic mapping ', ' genetic manipulation ', ' chromosome disorders ', ' nonmammalian vertebrate embryology ', ' fluorescent dye /probe ', ' artificial intelligence ', ' eukaryote ', ' cell differentiation ', ' larva ', ' immature animal ', ' ']",NIGMS,R01,1986,103879,-0.022162556676728846
"STRUCTURE DETERMINATION BY TRIPLE QUAD MASS SPECTROMETRY The goal of this research is to develop the full capability of tandem mass spectrometry for routine organic structure determination.  In tandem mass spectrometry, or MS/MS, ions from the source are selected by the first mass analyzer and then undergo fragmenting collision with neutral molecules in a collision region.  The ionic products of the collision process are then mass analyzed by a second mass filter and ion detector.  The special potential offered by MS/MS for structure determination comes from the individual fragmentation spectrum available for each ion in the normal mass spectrum.  Each ion species in the source is related to some substructure of the original molecule and the identity of each of these species can be deduced from its fragmentation spectrum.  The direct correlation of ion fragmentation spectra with precursor substructures is only one of many types of structural information available in the overall MS/MS molecular fragmentation map.  To make this potentially powerful technique generally useful, it is necessary to extend the knowledge base to known relationships between MS/MS spectral features and substructures, to obtain the molecular structure from the identified substructures, and to automate the entire process from instrument control to final structure output.  To accomplish this, we propose to utilize a tandem quadrupole mass spectrometer (TWMS) MS/MS instrument, spectrum and structure databases designed for MS/MS applications, and spectrum matching functions linked to these databases.  These existing and available functions will be combined with an intelligent controller and expert systems for matching, generating, and organizing structures.  The goal is an automated system for the determination of molecular structure.  This system will be used in semi-automatic mode to extend the spectra/substructure knowledge base.  In measurement mode, the intelligent controller will direct the measurement process to acquire the data most likely to resolve the remaining structural uncertainties.  This project combines the fields of organic mass spectrometry, instrumentation, and artificial intelligence.  It is relevant to health-related research because of its potential to determine complex structures (and therefore the complete identity) of previously unknown compounds, detect particular sought substructures in various materials or mixtures, and do so using only micrograms of sample.  ",STRUCTURE DETERMINATION BY TRIPLE QUAD MASS SPECTROMETRY,3275547,R01GM028254,"['ionization ', ' hydrocarbons ', ' computer graphics /printing ', ' artificial intelligence ', ' gas chromatography mass spectrometry ', ' organic chemicals ', ' chemical structure ', ' chemical group ', ' chemical information system ', ' ']",NIGMS,R01,1986,103750,-0.22267911298807935
"COMPUTER-ASSISTED ANALYSIS OF CHEMICAL  SYNTHESIS The major objective of this work is the application of digital computers to the derivation of synthetic pathways to complex organic structures.  A general problem-solving program, LHASA (Logic and Heuristics Applied to Synthetic Analysis), is being developed which can be used interactively by a chemist with simple graphical input-output of structural formulas.  The principles and strategies of organic synthesis are being formalized for use by the program.  A variety of strategies including long-range search capabilities are being employed in the program.  In addition, the vast range of information on synthetic chemistry is being organized and rationalized to provide a rich and effective database.  The program can be applied to problems involving biologically important substances and is being made available for general use.  ",COMPUTER-ASSISTED ANALYSIS OF CHEMICAL  SYNTHESIS,3269295,R01GM018519,"['mathematical model ', ' computer graphics /printing ', ' computer data analysis ', ' artificial intelligence ', ' organic chemicals ', ' chemical synthesis ', ' stereochemistry ', ' chemical structure ', ' ']",NIGMS,R01,1986,213738,-0.03962350797662919
"STRUCTURED ANALYSIS OF THE RETINA We propose to develop computer-aided automated analysis of features in ocular fundus images and fluorescein angiograms and further to generate an expert system for rule-based image interpretation and diagnosis.  The use of artificial intelligence in conjunction with image analysis is a sophisticated and innovative approach new to ophthalmology.  Image processing and pattern-recognition techniques will be used to automatically extract features such as hemorrhages, exudates, scars, blood vessels, the optic disk, etc., from digital fundus images by analyzing attributes such as size, shape, color, texture, edge characteristics, fluorescein hyperfluorescence etc., which describe these features.  The automated extraction of fundus features will be performed by a software package called STARE (STructured Analysis of the REtina), which will produce a coded structured description of an image of the ocular fundus.  Features will be assembled into patterns of potential diagnostic significance.  For computer-aided diagnosis, patterns of automatically extracted features will be combined with non-image information provided by the physician expert through application of pre-defined decision rules.  The knowledge and training that enables the physician to appreciate the significance of particular patterns and ask appropriate questions will be encoded in rules designed as IF-THEN-ELSE decision structures.  We will use an existing expert rule-based bystem called ERS (Embedded Rule-based System), which has interactive facilities, to receive information from the physician and report findings.  We will develop STARE for the automated analysis of fundus images through objective measurements of pixels with pixel algorithms such as gradient operators, spectral classifiers, and edge detectors; grouping of pixels with application of pattern-recognition algorithms such as statistical classifiers and segmenters; interpretation of local areas extracted by pixel algorithms using object algorithms for measurement of attributes such as color and edge sharpness; and identification of features such as the disk or exudates with higher level statistical classifiers and rule-based decision making.  Following development of image-coding and database software, we will start with one or two example goal nodes (diagnoses) and will produce rules with both forward chaining and backward chaining, edit and modify the rules with reality testing on our large library of fundus photographs and fluorescein angiograms to detect and correct deficiencies in STARE algorithms and ERS rules, and expand the system to cover more diagnoses and improve performance.  ",STRUCTURED ANALYSIS OF THE RETINA,3261860,R01EY005996,"['image processing ', ' human subject ', ' eye fundus photography ', ' eye disorder diagnosis ', ' retina ', ' computer simulation ', ' computer graphics /printing ', ' computer data analysis ', ' artificial intelligence ', ' fluorescein angiography ', ' computer assisted diagnosis ', ' ']",NEI,R01,1986,177231,-0.07274529593422278
"CADUCEUS:  A COMPUTER BASED DIAGNOSTIC CONSULTANT A new diagnostic procedure for CADUCEUS has been developed, which we believe provides a frame work for solving all of the known problems encountered in our use of INTERNIST-1.  During the five year period covered by the current proposal, we intend to puruse the following specific aims:  Revision of the structure of the CADUCEUS knowledge base will be undertaken to support the enhanced capabilities of the new diagnostic procedure.  The revised knowledge base will be expanded to encompass all of the major diseases of internal medicine, and much of neurology.  Evaluation of the new CADUCEUS system will be undetaken in two phases. First, through protocol analytic studies, we intend to study and refine the human/machine interface of CADUCEUS, exploring specifically various modes of cooperative human/machine problem solving.  Subsequently, we plan to carry out formal evaluation studies of the system in order to gauge its diagnostic accuracy, the value of its information gathering and explanatory capability, and its acceptability to a variety of potential client groups.  The overall objective  will be to bring CADUCEUS to a state of maturity that will permit its distribution for general use by medical practitioners.  ",CADUCEUS:  A COMPUTER BASED DIAGNOSTIC CONSULTANT,3373543,R01LM003710,"['human subject ', ' medical education ', ' computer assisted instruction ', ' disease /disorder classification ', ' diagnosis service ', ' computer simulation ', ' online computer ', ' computer human interaction ', ' computer system design /evaluation ', ' artificial intelligence ', ' computer assisted diagnosis ', ' ']",NLM,R01,1986,165880,0.0012626772252925986
"VISUOMOTOR COORDINATION:  NEURAL NETWORKS AND SCHEMAS Our approach to analyzing mechanisms of visuomotor coordination is two-fold:  ""top-down"", to offer a coordinated control program of interacting schemas (concurrently active programs suitably structured for action-perception systems) to model behavior noted by neuroethologists; and ""bottom-up"", to provide detailed models of neural networks which are consistent with known anatomy and physiology, but which involve additional assumptions, amenable to experimental test, to yield a network capable of exhibiting appropriate behavior.  Where possible, we implement a family of models, rather than a single model, to facilitate computer experiments and animal experiments which may discriminate between alternative mechanisms. Specifically, we plan to conduct studies of the following subtopics:  (1) Modelling tectum-pretectum interactions subserving pattern-recognition in anurans; (2) Detailed neural modelling of retina; (3) Modelling patterns of behavior in frog and toad while developing a theory of motor schemas and their coordination for orientation, sidestepping, snapping, etc.; and (4) Developing mathematical and computer methodology for exploring a model-family to determine which subset of models approximates satisfaction of a given set of constraints.  The work will make modelling tools available for the analysis of large brain systems.  Our research plan has build into it structures which ensure that these tools are accessible to neurophysiologists, neuroanatomists and neuroethologists, while also facilitating a full exchange of ideas with the computer science community (artificial intelligence, simulation methodology, interactive computer graphics, etc.).  ",VISUOMOTOR COORDINATION:  NEURAL NETWORKS AND SCHEMAS,3409939,R01NS024926,"['fresh water environment ', ' chordate locomotion ', ' form /pattern perception ', ' ethology ', ' neurophysiology ', ' sensorimotor system ', ' neuroanatomy ', ' mathematical model ', ' neural information processing ', ' retina ', ' computer simulation ', ' computer graphics /printing ', ' computers ', ' visual cortex ', ' visual pathways ', ' superior colliculus ', ' ']",NINDS,R01,1986,69016,-0.018215274514706403
"NUCLEAR DNA AND MORPHOMETRIC STUDIES OF GYNECOLOGIC CANC The goals of this project are to improve our understanding of carcinogenesis in gynecologic cancers and to enhance diagnostic and prognostic accuracies using quantitative analyses.  During the past year, a close relationship between human papillomavirus infection (genital warts, condylomas) and cervical intraepithelial neoplasias (squamous dysplasias and carcinomas in situ) has been confirmed by nuclear DNA quantitation, immunoperoxidase stain for human papillomavirus capsid antigens, and morphologic analyses.  Using these techniques, it is possible to demonstrate a transition from cervical condyloma to neoplasia.  This occurrence is supported by the coexistence of papillomavirus capsid antigens and aneuploid DNA patterns in 14% of cervical condylomatous lesions.  The risk of developing cervical intraepithelial neoplasia is increased in flat rather than exophytic condylomas, and in condylomas with moderate as compared to mild degree of nuclear atypia.  These findings support the recent molecular hybridization studies indicating that several types of human papillomaviruses with different oncogenicities exist in the female genital tract.  In 51 patients with clinical stage I or II cervical adenocarcinoma, the survival is most reliably predicted by the standard deviation of nuclear size (p=0.002), the DNA ploidy level (p=0.003), the clinical stage (p=0.0072), the percentage of glandular lumen (p=0.0074), the mean nuclear size (p=0.04), and the histologic grade (p=0.09).  These findings demonstrate that the prognostic accuracies can be improved by quantitative analyses over the routine histologic examinations.  (3)   ",NUCLEAR DNA AND MORPHOMETRIC STUDIES OF GYNECOLOGIC CANC,3172688,R01CA034870,"['Papillomavirus ', ' transforming virus ', ' longitudinal human study ', ' DNA ', ' neoplastic transformation ', ' neoplasm /cancer therapy ', ' metastasis ', ' neoplasm /cancer invasiveness ', ' neoplasm /cancer remission /regression ', ' vulva neoplasms ', ' cervix neoplasms ', ' uterus neoplasms ', ' female reproductive system neoplasm ', ' neoplasm /cancer genetics ', ' neoplasm /cancer diagnosis ', ' neoplasm /cancer classification /staging ', ' mathematical model ', ' human tissue ', ' histopathology ', ' hyperplasia ', ' cytogenetics ', ' genetic markers ', ' biopsy ', ' artificial intelligence ', ' microspectrophotometry ', ' ']",NCI,R01,1986,90638,0.014916911074946575
"NUCLEIC ACID SEQUENCE ANALYSIS We have developed a method to clone synthetic DNAs with regions of random sequence.  We are using this technique to create millions of ribosome binding sites in an isogenic background.  The cloning vehicle contains the lacZ gene positioned to allow quantitation of initiation from each binding site and the f1 origin which allows rapid DNA sequencing.  From a large set of sequences for which we know the relative efficiencies of initiation we can build linear models of the E. coli ribosome binding site.  We will construct plasmids with regions that differ on the 5' and 3' sides from our original plasmid in order to study the more complex effects of mRNA structure and context on translational initiation.  We propose to extend this technique into a tool for the study of any binding site.  We are also studying sequence specific recognition of DNA by proteins.  We have adapted the Shannon measure of information to quantitate the information content of several recognition systems.  This has led to a prediction that the T7 late promoters have overlapping repressor sites, a prediction that we are now testing.  We have shown that the information content of sites for recognizer proteins is related to the sequence specific binding energies, and have devised a method to determine the quantitative sequence preferences of proteins through in vitro binding to random DNA.  ",NUCLEIC ACID SEQUENCE ANALYSIS,3276028,R01GM028755,"['nucleic acid sequence ', ' mutagens ', ' microorganism genetics ', ' genetic translation ', ' plasmids ', ' molecular cloning ', ' genetic registry /resource /referral center ', ' genetic mapping ', ' computer simulation ', ' artificial intelligence ', ' chemical binding ', ' ribosomes ', ' ']",NIGMS,R01,1986,124171,-0.039184068240146475
"CONTEXT-BASED AUTOMATED DETECTION OF ABNORMAL EEG WAVES The proposed research will investigate the development of an ""intelligent"", multichannel (16 channels) automated (general purpose computer-based) system for the reliable detection of epileptogenic sharp waveforms (spikes and shart waves-STs) in the electroencephalogram (EEG).  The system will provide the time of occurrence of individual STs, their spatial location, along with values of pertinent electrographic characteristics (e.g. amplitude, duration) thereof.  Special attention will be given to the minimization of false alarms due to artifact and normal EEG activity.  Such a system will especially facilitate the rapid and reliable analysis of long-term EEG recordings from subjects with known or suspected epilepsy, thus contributing to their optimum therapeutic management as well as resulting in savings of time and money.  Extensive heuristics based on human pattern recognition, which involves contextbased analysis, will be utilized.  In this way, the system will incorporate the intelligence of an electroencephalographer (EEGer).  An Artificial Intelligence approach will be implemented, whereby EEG features quantifying candidate waveforms, as well as automated assessment of the subject's state of consciousness will be presented to an Expert System for eventual decision making.  The knowledge base of the Expert system will be developed in close cooperation with an experienced EEGer, so that the extensive contextbased heuristics utilized in the visual analysis process (e.g. spatio-temporal processing involving multichannel correlations) will be implemented.  Special emphasis will be given to programming into the detection system the ability to discriminate against ST-like artifactual activity in the EEG record (e.g. electrocardiographic and electromyographic interference) as well as against sharp but normal EEG activity (e.g. sleep spindles).  Extensive validation studies will be conducted utilizing EEG data from epileptic subjects, other patients, and normal controls.  An investigation will also take place of the possibility of implementing the detection system in a microprocessor-based version for portability and ease of operation.  ",CONTEXT-BASED AUTOMATED DETECTION OF ABNORMAL EEG WAVES,3353914,R01HL037944,"['nervous system disorder diagnosis ', ' human subject ', ' artificial intelligence ', ' electroencephalography ', ' brain electrical activity ', ' epilepsy ', ' computer assisted medical decision making ', ' ']",NHLBI,R01,1986,127808,-0.09291073780007425
"ALGORITHMS FOR ARRHYTHMIA IDENTIFICATION Our general goal is automatic identification of arrhythmias within implantable devices by computer-based signal processing of the intracardiac electrograms.  This goal appears to be realizable because:  1) the arrhythmias to be identified can be provoked in the catheter electrophysiology laboratory and the resulting electrograms can be recorded for detailed analysis; 2) modern signal processing techniques exist for characterizing the electrograms in the time domain and by spectral content; 3) computer algorithms can be designed to recognize these characteristic electrogram features in each arrhythmia; 4) implantable microcomputers are available in which the algorithms can be implemented.  An important premise of this proposal is that the hardware for electrical termination of arrhythmia is already availbale and thus there is a risk of new generations of devices being implanted for arrhythmia control before the underlying electrophysiologic concepts and pattern recognition rules for identifying the arrhythmia are developed and tested.  The signal processing algorithms and decision rules for automatic detection and discrimination will be implemented in real time in a computer program small enough to be part of an implanted anti-tachycardia or defibrillating device.  We will first examine and describe in both the time and frequency domains the characteristic features of electrograms recorded during provocative electrophysiologic study in animals and humans.  Then we will develop computer algorithms for signal processing of the electrograms and for arrhythmia pattern recognition.  Finally, we will test the stated hypotheses by conducting additional animal and human electrophysiology studies and determining the sensitivity and specificity of the algorithms. Our approach combines the engineering skill of computer-based signal analysis with the medical skill of diagnostic cardiac electrophysiology. It is our expectation that this approach will provide a sound scientific basis upon which development of specific hardware by pacemaker manufacturers can proceed.  ",ALGORITHMS FOR ARRHYTHMIA IDENTIFICATION,3349542,R01HL035554,"['implant ', ' human subject ', ' electrocardiographic monitor ', ' heart disorder diagnosis ', ' ventricular fibrillation ', ' atrial fibrillation ', ' arrhythmia ', ' implantable defibrillators ', ' computer system design /evaluation ', ' artificial intelligence ', ' patient monitoring device ', ' computer assisted diagnosis ', ' ']",NHLBI,R01,1986,187321,-0.09783317789869851
"PATTERN RECOGNITION FOR ANALYSIS OF MOLECULAR SEQUENCES We propose to continue (A) the development of mathematical, statistical and computer methods for the analysis of DNA, RNA and protein sequences and (B) the application of these methods.  The comparison of two and more informational sequences is central to many problems in molecular biology. (1) Finding consenting patterns that define genetic control regions or that determine structure or function are important examples of sequence comparisons.  An algorithm already developed by my group will be developed further and applied to several new data sets, such as Pol II promoters and RNA splice signals.  Careful data analyses should suggest new modifications to the method.  New and nontrivial insights into promoter patterns, for example, could result from an unbiased, rigorous analysis with calculated significance levels.  (2) Secondary structure of 5S, 16S, and 23S rRNA has been inferred by the phylogenetic method.  Consensus and probability results will be developed to solve this problem in a rigorous way.  Again, new information about secondary structure could result.  (3) T1 catalogs are available for 16S rRNA from many organisms.  A careful analysis, based on pattern and significance of found patterns, will be made.  This will constitute a new and entirely unbiased study of divisions such as archaebacteria, eukaryotes, and eubacteria.  (4) Recent important results have been established for the exact (extreme value) distribution of long exact matches between random sequences.  These distributions are fundamental to pattern recognition in general and allow statistical assessment of found patterns.  The distributions will be extended to include results of long matching where mismatches and insertion/deletions are allowed.  ",PATTERN RECOGNITION FOR ANALYSIS OF MOLECULAR SEQUENCES,3289764,R01GM036230,"['DNA directed RNA polymerase ', ' nucleic acid sequence ', ' ribosomal RNA ', ' RNA ', ' mathematical model ', ' statistics /biometry ', ' gene mutation ', ' computer simulation ', ' computer data analysis ', ' artificial intelligence ', ' ']",NIGMS,R01,1986,253133,-0.10982391734471737
